ano,turno,sigla_uf,sigla_uf_nome,id_municipio,id_municipio_nome,id_municipio_tse,id_municipio_tse_nome,zona,secao,tipo_secao_agregada,numero,nome,tipo,endereco,bairro,cep,telefone,latitude,longitude,situacao,situacao_zona,situacao_secao,situacao_localidade,situacao_secao_acessibilidade,eleitores_secao
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,509,1,1651,ESCOLA MUNICIPAL ODILON CUSTÓDIO PEREIRA,1,"RUA CHAPADA DIAMANTINA, 355",SERINGUEIRAS,38410346,32272878,,,1,1,1,1,0,392
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,279,519,1,1651,ESCOLA MUNICIPAL ODILON CUSTÓDIO PEREIRA,1,"RUA CHAPADA DIAMANTINA, 355",SERINGUEIRAS,38410346,32272878,,,1,1,1,1,0,388
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,335,70,1,1066,ESCOLA ESTADUAL JOSE ZACHARIAS JUNQUEIRA,1,"RUA FRANCISCO SALES, 1277",OSVALDO REZENDE,38400440,32290006,,,1,1,1,1,0,383
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,335,72,1,1066,ESCOLA ESTADUAL JOSE ZACHARIAS JUNQUEIRA,1,"RUA FRANCISCO SALES, 1277",OSVALDO REZENDE,38400440,32290006,,,1,1,1,1,0,384
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,335,69,1,1066,ESCOLA ESTADUAL JOSE ZACHARIAS JUNQUEIRA,1,"RUA FRANCISCO SALES, 1277",OSVALDO REZENDE,38400440,32290006,,,1,1,1,1,0,380
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,335,67,1,1066,ESCOLA ESTADUAL JOSE ZACHARIAS JUNQUEIRA,1,"RUA FRANCISCO SALES, 1277",OSVALDO REZENDE,38400440,32290006,,,1,1,1,1,0,381
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,335,73,1,1066,ESCOLA ESTADUAL JOSE ZACHARIAS JUNQUEIRA,1,"RUA FRANCISCO SALES, 1277",OSVALDO REZENDE,38400440,32290006,,,1,1,1,1,0,387
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,335,66,1,1066,ESCOLA ESTADUAL JOSE ZACHARIAS JUNQUEIRA,1,"RUA FRANCISCO SALES, 1277",OSVALDO REZENDE,38400440,32290006,,,1,1,1,1,1,221
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,335,68,1,1066,ESCOLA ESTADUAL JOSE ZACHARIAS JUNQUEIRA,1,"RUA FRANCISCO SALES, 1277",OSVALDO REZENDE,38400440,32290006,,,1,1,1,1,0,378
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,335,71,1,1066,ESCOLA ESTADUAL JOSE ZACHARIAS JUNQUEIRA,1,"RUA FRANCISCO SALES, 1277",OSVALDO REZENDE,38400440,32290006,,,1,1,1,1,0,385
